Event,Campaign,Station,Type,"Date/Time (GPS Navigator, Koden, KGP-920)","Longitude (GPS Navigator, Koden, KGP-920)","Latitude (GPS Navigator, Koden, KGP-920)","Elevation [m a.s.l.] (Echosounder, Elac-Nautik, Hyd...)","Depth water [m] (CTD, Sea-Bird, SBE 25plus; ca...)","Temp [°C] (CTD, Sea-Bird, SBE 25plus; ca...)","Sal (PSU, CTD, Sea-Bird, SBE 25plu...)","Sigma-theta [kg/m**3] (CTD, Sea-Bird, SBE 25plus; ca...)","DO [mg/l] (CTD, Sea-Bird, SBE 25plus; me...)","DO [%] (CTD, Sea-Bird, SBE 25plus; me...)","Fluorescence [mg/m**3] (CTD, Sea-Bird, SBE 25plus; me...)","Turbidity [NTU] (CTD, Sea-Bird, SBE 25plus; me...)","PAR (CTD, Sea-Bird, SBE 25plus; me...)","Press [dbar] (CTD, Sea-Bird, SBE 25plus; ca...)","Cond [mS/cm] (CTD, Sea-Bird, SBE 25plus; me...)","pH (determined in laboratory, pH ...)","Temp [°C] (determined in laboratory, pH ...)","Eh [mV] (determined in laboratory, Red...)",z(SD) [m] (Secchi disc),"[PO4]3- [µmol/l] (determined in laboratory, Aut...)","TP [µmol/l] (determined in laboratory, Aut...)","Si(OH)4 [µmol/l] (determined in laboratory, Aut...)","[NO3]- + [NO2]- [µmol/l] (determined in laboratory, Aut...)","[NH4]+ [µmol/l] (determined in laboratory, Aut...)","TN [µmol/l] (determined in laboratory, Aut...)","Chl a [µg/l] (determined in laboratory, Aut...)","DO [mg/l] (determined in laboratory, Win...)"
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,14,16.8074,38.0564,27.909,3.5202,45.668,0.8982,0.219,10.816,14.11,48.1742,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,15,16.5611,38.5173,28.3229,3.3732,43.678,0.9225,0.1661,9.2743,15.118,48.4275,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,16,16.4866,38.5838,28.3921,2.8328,36.643,0.9805,0.143,8.1227,16.126,48.4217,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,17,16.4157,38.6371,28.4501,2.424,31.322,1.0269,0.15,7.1749,17.134,48.4048,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,18,16.3648,38.7012,28.5115,2.2787,29.427,0.9878,0.1642,6.3348,18.141,48.4214,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,19,16.3382,38.7217,28.5337,2.1772,28.106,0.9368,0.1615,5.6157,19.149,48.416,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,20,16.3275,38.7321,28.5443,2.0768,26.806,0.9168,0.1807,4.9926,20.157,48.4163,7.979,17.7,158.4,,0.9023,0.9251,18.3117,5.93,0.2302,6.6988,0.573,1.6677
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,21,16.3131,38.7374,28.5518,1.9326,24.938,0.8261,0.2004,4.4568,21.165,48.4071,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,22,16.1856,38.7767,28.6123,1.7409,22.416,0.6403,0.2083,3.9837,22.173,48.3131,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,23,16.0802,38.8065,28.6602,1.6071,20.653,0.496,0.208,3.5814,23.18,48.2322,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,24,16.0744,38.8087,28.6633,1.567,20.137,0.4627,0.1981,3.2452,24.189,48.229,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,25,16.0647,38.8132,28.6691,1.5291,19.646,0.4226,0.1969,2.9414,25.197,48.2238,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,26,16.0243,38.825,28.6876,1.4493,18.608,0.3778,0.1874,2.6717,26.204,48.1936,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,27,15.9753,38.8333,28.7056,1.3364,17.143,0.335,0.1711,2.4409,27.213,48.1501,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,28,15.9609,38.8344,28.7099,1.2552,16.097,0.3014,0.165,2.2366,28.22,48.1362,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,29,15.949,38.8355,28.7135,1.227,15.733,0.2807,0.1716,2.0615,29.229,48.125,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,30,15.9191,38.8368,28.7216,1.2676,16.243,0.2587,0.1948,1.9031,30.236,48.0945,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,31,15.864,38.8356,28.7336,1.3343,17.08,0.2376,0.2446,1.7586,31.244,48.0342,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,32,15.8117,38.8333,28.744,1.3332,17.047,0.2236,0.3094,1.6347,32.252,47.9754,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,33,15.7765,38.8337,28.7526,1.326,16.944,0.2026,0.3512,1.5107,33.26,47.9382,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,34,15.7627,38.8332,28.7554,1.3224,16.894,0.191,0.3524,1.3824,34.268,47.9233,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,35,15.7555,38.8329,28.7568,1.3196,16.855,0.1885,0.3434,1.2565,35.276,47.9156,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,36,15.7496,38.8328,28.7581,1.3195,16.852,0.1934,0.3471,1.1148,36.284,47.9096,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,37,15.7452,38.8333,28.7596,1.322,16.883,0.2008,0.3507,0.918,37.293,47.9059,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,38,15.7415,38.833,28.7602,1.3229,16.893,0.1913,0.3393,0.8266,38.3,47.9021,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,39,15.7358,38.8325,28.7611,1.3162,16.805,0.1954,0.359,0.769,39.309,47.8958,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,40,15.7297,38.8328,28.7628,1.3098,16.722,0.1934,0.386,0.7119,40.317,47.89,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,41,15.7253,38.8329,28.7639,1.3093,16.715,0.1774,0.3802,0.6512,41.324,47.8859,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,42,15.7223,38.8327,28.7644,1.3122,16.75,0.1687,0.3511,0.5924,42.332,47.8828,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,43,15.7205,38.832,28.7643,1.3093,16.712,0.1645,0.3562,0.5362,43.34,47.8807,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,44,15.7142,38.8323,28.766,1.3111,16.733,0.1577,0.3785,0.4794,44.348,47.8747,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,45,15.702,38.8335,28.7698,1.3227,16.878,0.1659,0.3548,0.426,45.356,47.8632,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,46,15.696,38.833,28.7708,1.3363,17.049,0.1567,0.3364,0.374,46.365,47.8568,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,47,15.6923,38.8323,28.7711,1.3349,17.029,0.1443,0.3671,0.3213,47.373,47.8524,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,48,15.673,38.8338,28.7768,1.3189,16.819,0.1222,0.388,0.2705,48.38,47.8337,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,49,15.6393,38.835,28.7855,1.2865,16.396,0.0941,0.373,0.2634,49.388,47.799,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,50,15.6045,38.8337,28.7926,1.2358,15.74,0.078,0.3503,0.2748,50.397,47.7604,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,51,15.5665,38.8304,28.7988,1.1824,15.047,0.0811,0.3827,0.2527,51.405,47.7162,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,52,15.5042,38.8318,28.8143,1.1337,14.41,0.0787,0.3987,0.2286,52.413,47.651,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,53,15.4669,38.8278,28.8199,1.1054,14.04,0.0751,0.3694,0.2077,53.421,47.6069,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,54,15.4441,38.8257,28.8235,1.086,13.786,0.0651,0.3444,0.1881,54.429,47.5804,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,55,15.4293,38.8247,28.8262,1.0725,13.612,0.0588,0.3464,0.1704,55.437,47.5639,,,,,,,,,,,,
2025-09_ASTRA_02_38,2025-09_ASTRA,02_38,C,2025-09-06T09:10:00,28.9382,40.9403,-64,56,15.4273,38.8215,28.8242,1.0593,13.444,0.057,0.3647,0.1556,56.445,47.5588,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,1,24.3754,27.0314,17.5137,7.0029,97.761,0.5623,0.1645,127.21,1.008,41.6072,8.326,23.2,173.9,,0.0228,0.1689,0.1508,0.05,0.2036,4.4226,0.418,7.047
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,2,24.3743,27.0276,17.5111,7.0192,97.983,0.5654,0.165,103.89,2.016,41.6013,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,3,24.3753,27.0337,17.5155,7.0363,98.228,0.566,0.1694,85.118,3.024,41.6109,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,4,24.3781,27.0383,17.5181,7.0164,97.957,0.5789,0.182,70.805,4.031,41.62,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,5,24.3801,27.0403,17.5191,6.9993,97.723,0.5715,0.1754,60.853,5.039,41.6248,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,6,24.3789,27.04,17.5191,7.0213,98.028,0.5472,0.1559,52.624,6.047,41.6237,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,7,24.3779,27.0432,17.5219,7.0275,98.113,0.5446,0.1597,46.161,7.055,41.6277,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,8,24.3717,27.068,17.5423,6.994,97.65,0.5834,0.1678,39.893,8.063,41.6572,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,9,24.3361,27.1898,17.6444,6.8956,96.283,0.6218,0.1636,34.803,9.071,41.7962,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,10,24.1904,27.4623,17.8918,6.7644,94.358,0.6661,0.1692,29.845,10.078,42.0502,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,11,24.0611,27.6576,18.0761,6.01,83.744,0.701,0.18,26.372,11.086,42.2087,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,12,21.7801,30.9469,21.2002,4.9552,67.595,0.9159,0.2483,23.025,12.094,44.5336,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,13,19.427,34.1789,24.2831,4.657,62.016,1.2124,0.2905,19.931,13.102,46.3236,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,14,18.0425,35.9578,25.9955,4.5069,59.103,1.3039,0.2917,17.094,14.11,47.0688,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,15,17.7134,36.5209,26.5086,4.195,54.857,1.3355,0.2814,14.437,15.118,47.381,8.07,19.1,182.2,,0.4628,0.5162,10.5675,1.01,1.9146,5.0888,1.069,3.7144
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,16,17.1335,37.4659,27.376,4.0575,52.778,1.178,0.2453,12.24,16.126,47.8517,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,17,16.7631,38.3508,28.1462,3.9537,51.34,1.039,0.2044,10.361,17.134,48.46,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,18,16.6194,38.4697,28.2723,3.4541,44.764,1.0023,0.1984,8.8851,18.141,48.4386,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,19,16.5256,38.5395,28.3486,3.224,41.724,0.9753,0.1869,7.7028,19.149,48.4158,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,20,16.5095,38.6179,28.4128,2.9776,38.54,0.9641,0.1902,6.706,20.157,48.4863,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,21,16.4147,38.6843,28.4866,2.4467,31.625,1.0497,0.2163,5.8919,21.165,48.4582,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,22,16.3667,38.7179,28.524,2.3496,30.346,1.139,0.214,5.2068,22.173,48.444,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,23,16.3643,38.7459,28.5461,2.2621,29.22,1.3256,0.2008,4.5833,23.181,48.473,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,24,16.3588,38.7722,28.5677,2.0764,26.823,1.4279,0.2079,4.0035,24.189,48.4968,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,25,16.3246,38.7734,28.5767,2.0641,26.647,1.3797,0.2084,3.5005,25.197,48.4614,7.984,18.1,173.1,,0.853,0.9311,17.0204,7.17,0.1504,7.3789,1.145,1.9947
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,26,16.2715,38.7749,28.5906,2.0611,26.582,1.2043,0.1966,3.0651,26.205,48.4061,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,27,16.2698,38.7863,28.5997,1.9875,25.634,1.0781,0.1776,2.6798,27.213,48.4174,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,28,16.2684,38.7968,28.6082,1.8944,24.434,0.984,0.1674,2.3656,28.221,48.428,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,29,16.2316,38.8046,28.6229,1.815,23.395,0.8883,0.1615,2.0989,29.228,48.3972,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,30,16.177,38.8072,28.6379,1.7597,22.657,0.7462,0.1418,1.8694,30.236,48.3414,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,31,16.1251,38.804,28.6476,1.72,22.123,0.6658,0.1354,1.6542,31.244,48.282,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,32,16.1115,38.804,28.6509,1.6832,21.645,0.6421,0.1367,1.4079,32.252,48.2678,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,33,16.1054,38.8158,28.6615,1.6213,20.847,0.6491,0.1356,1.2751,33.261,48.2748,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,34,16.1053,38.8296,28.6721,1.5703,20.194,0.6489,0.1415,1.2264,34.268,48.2903,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,35,16.0897,38.8314,28.6771,1.5538,19.976,0.5935,0.1409,1.1424,35.276,48.2758,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,36,16.0912,38.8358,28.6803,1.544,19.85,0.4913,0.1434,1.0492,36.284,48.2828,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,37,16.0872,38.8406,28.6849,1.5469,19.887,0.4424,0.1435,0.9633,37.292,48.2843,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,38,16.0778,38.8413,28.6876,1.5442,19.849,0.4178,0.138,0.8863,38.301,48.2753,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,39,16.0606,38.8425,28.6927,1.5358,19.734,0.3995,0.1486,0.817,39.309,48.2585,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,40,16.0314,38.8429,28.6998,1.4847,19.067,0.3798,0.1689,0.7524,40.317,48.2277,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,41,16.0109,38.8431,28.7048,1.4419,18.51,0.3608,0.1601,0.668,41.324,48.2062,,,,,,,,,,,,
2025-09_ASTRA_03_36,2025-09_ASTRA,03_36,C,2025-09-06T11:41:00,28.6113,40.950199,-47,42,15.9964,38.839,28.705,1.3736,17.627,0.3345,0.1206,0.6428,42.333,48.1864,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,1,24.3444,26.7747,17.3292,7.358,102.51,4.3098,0.4082,50.022,1.008,41.2261,8.342,23.8,165.6,6.0,0.1172,0.2577,0.1489,0.13,0.6059,6.3129,3.379,7.3376
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,2,24.3472,26.7816,17.3336,7.3945,103.028,4.1921,0.3724,39.847,2.016,41.2383,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,3,24.3474,26.7827,17.3344,7.3648,102.616,4.1773,0.3615,29.58,3.023,41.2405,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,4,24.3474,26.7844,17.3357,7.3782,102.803,4.2151,0.3938,21.009,4.031,41.2432,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,5,24.3504,26.7893,17.3385,7.3561,102.504,4.1842,0.4054,15.439,5.039,41.2529,8.328,23.6,153.7,,0.1437,0.2638,0.5708,0.22,1.2252,5.5274,4.199,7.0755
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,6,24.3532,26.7941,17.3413,7.3479,102.397,4.1058,0.3862,11.51,6.047,41.2621,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,7,24.3674,26.8097,17.349,7.271,101.36,3.637,0.3349,9.1708,7.054,41.2958,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,8,24.3868,26.8474,17.3718,7.0497,98.328,2.9028,0.3818,7.1346,8.063,41.3644,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,9,24.375,27.0572,17.5333,6.6544,92.907,2.2016,0.4423,5.6541,9.07,41.6451,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,10,23.9359,27.7851,18.2081,6.1498,85.564,2.2362,0.4502,4.5315,10.078,42.277,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,11,22.7896,29.4297,19.7734,4.9276,67.854,2.2493,0.4833,3.8347,11.086,43.4828,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,12,20.3787,32.8101,22.9914,3.3933,45.683,1.645,0.6646,3.2664,12.094,45.5677,8.092,20.6,156.7,,0.8138,0.9338,11.3466,2.24,15.0466,17.8606,1.491,3.1582
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,13,18.2387,35.6545,25.7131,2.3473,30.869,1.0077,0.9565,2.7298,13.102,46.892,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,14,16.6875,37.8256,27.7601,2.0494,26.494,0.6555,0.9908,2.2366,14.11,47.7809,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,15,16.4018,38.2782,28.1769,1.1657,15.026,0.5499,0.8876,1.7455,15.118,47.9889,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,16,16.3232,38.4161,28.3018,1.3594,17.513,0.5665,0.7589,1.3396,16.125,48.0587,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,17,16.3785,38.552,28.3934,2.1246,27.42,0.681,0.4651,1.0065,17.134,48.2699,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,18,16.3878,38.6457,28.4634,2.3007,29.714,0.7636,0.3353,0.7796,18.141,48.3848,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,19,16.3708,38.687,28.4992,2.0348,26.279,0.7561,0.3056,0.6527,19.149,48.4127,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,20,16.3753,38.7047,28.5117,1.8277,23.608,0.8052,0.2736,0.5406,20.157,48.4376,,,,,,,,,,,,
2025-09_ASTRA_04_37,2025-09_ASTRA,04_37,C,2025-09-06T13:38:00,28.760201,40.970798,-26,21,16.3241,38.7594,28.566,1.2928,16.689,0.8781,0.2822,0.4893,21.165,48.4435,,,,,,,,,,,,
2025-09_ASTRA_05_40,2025-09_ASTRA,05_40,C,2025-09-07T05:34:00,29.188801,40.8293,-87,1,23.9401,26.8862,17.529,7.0772,97.964,0.6391,0.1782,356.09,1.008,41.0467,8.323,23.5,181.5,12.0,0.02,0.1206,0.479,0.3,0.2777,5.7051,0.604,6.9295
2025-09_ASTRA_05_40,2025-09_ASTRA,05_40,C,2025-09-07T05:34:00,29.188801,40.8293,-87,2,23.9402,26.8856,17.5285,7.0152,97.106,0.6705,0.1909,316.1,2.015,41.0462,,,,,,,,,,,,
