Event,Campaign,Station,Type,"Date/Time (GPS Navigator, Koden, KGP-920)","Longitude (GPS Navigator, Koden, KGP-920)","Latitude (GPS Navigator, Koden, KGP-920)","Elevation [m a.s.l.] (Echosounder, Elac-Nautik, Hyd...)","Depth water [m] (CTD, Sea-Bird, SBE 25plus; ca...)","Temp [°C] (CTD, Sea-Bird, SBE 25plus; ca...)","Sal (PSU, CTD, Sea-Bird, SBE 25plu...)","Sigma-theta [kg/m**3] (CTD, Sea-Bird, SBE 25plus; ca...)","DO [mg/l] (CTD, Sea-Bird, SBE 25plus; me...)","DO [%] (CTD, Sea-Bird, SBE 25plus; me...)","Fluorescence [mg/m**3] (CTD, Sea-Bird, SBE 25plus; me...)","Turbidity [NTU] (CTD, Sea-Bird, SBE 25plus; me...)","PAR (CTD, Sea-Bird, SBE 25plus; me...)","Press [dbar] (CTD, Sea-Bird, SBE 25plus; ca...)","Cond [mS/cm] (CTD, Sea-Bird, SBE 25plus; me...)","pH (determined in laboratory, pH ...)","Temp [°C] (determined in laboratory, pH ...)","Eh [mV] (determined in laboratory, Red...)",z(SD) [m] (Secchi disc),"[PO4]3- [µmol/l] (determined in laboratory, Aut...)","TP [µmol/l] (determined in laboratory, Aut...)","Si(OH)4 [µmol/l] (determined in laboratory, Aut...)","[NO3]- + [NO2]- [µmol/l] (determined in laboratory, Aut...)","[NH4]+ [µmol/l] (determined in laboratory, Aut...)","TN [µmol/l] (determined in laboratory, Aut...)","Chl a [µg/l] (determined in laboratory, Aut...)","DO [mg/l] (determined in laboratory, Win...)"
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,30,24.4995,18.8885,11.355,7.2972,97.446,0.3141,0.1628,4.7415,30.238,30.1721,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,31,24.2963,18.8812,11.4058,7.3071,97.222,0.3601,0.1498,4.3453,31.246,30.0389,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,32,23.8694,18.8684,11.5135,7.3873,97.533,0.4645,0.1475,3.9676,32.254,29.7633,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,33,23.0226,18.8402,11.7199,7.6138,98.978,0.7209,0.1654,3.5651,33.262,29.215,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,34,21.8003,18.7968,12.0042,7.8986,100.367,0.9777,0.1809,3.1532,34.27,28.4267,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,35,19.9266,18.7211,12.4052,8.5825,105.183,1.1723,0.1801,2.7455,35.278,27.222,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,36,16.9195,18.7028,13.0634,9.5767,110.696,1.246,0.1734,2.3488,36.286,25.4564,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,37,15.4449,18.64,13.3138,9.8698,110.721,1.1176,0.1807,1.9915,37.294,24.5394,8.383,17.9,170.2,,0.02,0.2206,2.9225,0.05,0.1206,6.7543,0.884,9.9192
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,38,14.1598,18.6263,13.5445,9.944,108.616,0.9452,0.1685,1.6712,38.302,23.7993,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,39,12.9912,18.6166,13.7405,10.0888,107.495,0.7531,0.1565,1.376,39.31,23.1367,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,40,12.2317,18.6226,13.8702,10.1105,105.986,0.598,0.1504,1.18,40.318,22.723,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,41,11.7571,18.6392,13.9579,10.0099,103.86,0.532,0.1386,1.0646,41.326,22.48,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,42,11.4399,18.6656,14.0264,9.9772,102.822,0.5355,0.1277,0.9615,42.334,22.3348,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,43,11.2632,18.6811,14.0649,9.9175,101.821,0.535,0.1268,0.8756,43.343,22.2547,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,44,11.0179,18.68,14.1003,9.8648,100.731,0.4974,0.1293,0.7798,44.35,22.1192,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,45,10.8582,18.6873,14.1291,9.7534,99.246,0.4827,0.1245,0.6831,45.359,22.0399,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,46,10.5612,18.6999,14.1812,9.7296,98.359,0.4874,0.1182,0.5981,46.367,21.8911,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,47,10.337,18.7008,14.2133,9.7577,98.149,0.5082,0.1175,0.5524,47.375,21.7699,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,48,10.2231,18.7112,14.2372,9.7351,97.678,0.5595,0.121,0.5165,48.382,21.7191,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,49,10.092,18.7204,14.2622,9.6546,96.591,0.5925,0.122,0.4671,49.391,21.6577,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,50,9.9501,18.7291,14.2882,9.5781,95.525,0.5974,0.1314,0.416,50.399,21.5897,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,51,9.8369,18.7426,14.3138,9.4945,94.458,0.6142,0.1394,0.3695,51.407,21.5426,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,52,9.6978,18.7481,14.3364,9.4393,93.616,0.6311,0.1326,0.3309,52.415,21.4728,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,53,9.5621,18.7495,14.3551,9.4317,93.254,0.6438,0.1291,0.3006,53.423,21.4008,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,54,9.4654,18.7533,14.3707,9.417,92.907,0.6526,0.1333,0.2779,54.431,21.3526,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,55,9.427,18.7574,14.3787,9.3777,92.44,0.6513,0.1363,0.2563,55.439,21.3362,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,56,9.4179,18.7631,14.3843,9.3205,91.861,0.6547,0.1361,0.2317,56.448,21.3375,8.318,12.8,175.7,,0.0649,0.3427,5.0856,0.05,0.1031,7.0208,0.384,8.7602
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,57,9.4076,18.7709,14.3918,9.2712,91.359,0.6491,0.1342,0.2063,57.456,21.3403,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,58,9.3578,18.7785,14.404,9.2153,90.708,0.622,0.1289,0.1778,58.464,21.3214,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,59,9.2884,18.7839,14.4171,9.1662,90.085,0.5776,0.1272,0.1574,59.472,21.2896,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,60,9.2479,18.7973,14.4325,9.1491,89.842,0.5654,0.1239,0.1509,60.48,21.2817,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,61,9.2253,18.8046,14.4411,9.0985,89.303,0.5436,0.1236,0.1417,61.489,21.2774,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,62,9.1843,18.8105,14.4509,8.9999,88.257,0.4813,0.1284,0.1269,62.497,21.2614,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,63,9.1413,18.8228,14.4658,8.859,86.796,0.4093,0.1322,0.1144,63.505,21.251,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,64,9.0927,18.8408,14.4858,8.6988,85.141,0.3551,0.1392,0.1079,64.513,21.2435,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,65,9.0709,18.8517,14.4972,8.5577,83.724,0.3248,0.1549,0.1066,65.521,21.2432,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,66,9.0466,18.8733,14.5169,8.394,82.088,0.2991,0.1848,0.1065,66.529,21.2525,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,67,9.0335,18.9078,14.5454,8.205,80.234,0.2655,0.2322,0.1065,67.538,21.2812,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,68,9.0291,18.9328,14.5655,8.0367,78.593,0.2279,0.2994,0.1065,68.546,21.3048,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,69,9.0155,18.9569,14.5859,7.9105,77.346,0.1895,0.3496,0.1064,69.554,21.3224,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,70,9.001,18.9683,14.5965,7.8393,76.63,0.1483,0.3475,0.1064,70.562,21.3265,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,71,8.9887,18.9741,14.6026,7.7991,76.218,0.1227,0.3153,0.1065,71.57,21.3261,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,72,8.9809,18.9778,14.6065,7.7696,75.918,0.1106,0.2811,0.1065,72.579,21.3259,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,73,8.9826,18.9788,14.6071,7.7667,75.893,0.1067,0.28,0.1065,73.586,21.3282,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,74,8.986,18.9791,14.6068,7.7915,76.143,0.1022,0.2935,0.1065,74.595,21.3306,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,75,8.9943,18.98,14.6066,7.7894,76.137,0.1174,0.2961,0.1064,75.603,21.3364,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,76,8.9782,18.9839,14.6115,7.763,75.853,0.1257,0.3372,0.1063,76.611,21.3319,,,,,,,,,,,,
2025-09_ASTRA_20_35,2025-09_ASTRA,20_35,C,2025-09-12T04:29:00,28.742901,41.467201,-86,77,8.9773,18.98,14.6087,7.6949,75.184,0.1127,0.3237,0.1063,77.619,21.3277,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,1,24.0191,18.8497,11.4586,7.4295,98.344,0.1537,0.126,624.08,1.008,29.8183,8.424,22.8,147.1,21.0,0.02,0.2914,0.06,0.05,0.2854,9.0305,0.184,7.3421
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,2,24.0217,18.8499,11.458,7.4145,98.151,0.1716,0.1415,525.53,2.016,29.8204,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,3,24.0216,18.8501,11.4582,7.4235,98.27,0.162,0.1324,371.67,3.024,29.8209,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,4,24.0218,18.8501,11.4582,7.4209,98.235,0.1463,0.1291,332.63,4.032,29.8213,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,5,24.022,18.8502,11.4581,7.372,97.589,0.1576,0.1369,292.74,5.04,29.8218,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,6,24.0216,18.8502,11.4582,7.3444,97.223,0.171,0.1331,278.88,6.048,29.8218,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,7,24.0221,18.8501,11.4581,7.3666,97.517,0.1817,0.1305,225.67,7.056,29.8223,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,8,24.0218,18.8502,11.4582,7.3694,97.554,0.1979,0.1301,197.57,8.064,29.8225,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,9,24.0214,18.8502,11.4583,7.384,97.746,0.2061,0.1301,169.48,9.072,29.8226,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,10,24.0211,18.8503,11.4584,7.4053,98.029,0.2161,0.1297,149.66,10.08,29.8227,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,11,24.0212,18.8503,11.4584,7.404,98.011,0.2182,0.1276,139.19,11.088,29.823,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,12,24.0221,18.8502,11.4581,7.3559,97.376,0.2186,0.1271,127.5,12.096,29.8237,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,13,24.0214,18.8502,11.4584,7.3369,97.123,0.2227,0.1292,117.51,13.104,29.8237,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,14,24.021,18.8503,11.4585,7.3572,97.391,0.2238,0.1296,108.96,14.112,29.8237,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,15,24.0211,18.8501,11.4583,7.3839,97.745,0.2199,0.1271,95.727,15.12,29.8239,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,16,24.021,18.85,11.4583,7.3778,97.664,0.2211,0.1256,85.438,16.128,29.8239,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,17,24.0209,18.8503,11.4585,7.371,97.574,0.2277,0.1305,77.244,17.137,29.8244,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,18,24.0209,18.8502,11.4584,7.3614,97.447,0.2265,0.137,71.14,18.144,29.8246,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,19,24.0205,18.8502,11.4586,7.3886,97.807,0.2147,0.1386,64.811,19.153,29.8246,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,20,24.0208,18.8502,11.4584,7.4035,98.004,0.2169,0.1363,57.781,20.16,29.825,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,21,24.0212,18.8501,11.4583,7.3765,97.647,0.2271,0.1438,51.994,21.169,29.8255,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,22,24.0217,18.8503,11.4583,7.3451,97.232,0.2223,0.1333,47.267,22.177,29.8263,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,23,24.0196,18.8509,11.4593,7.2542,96.025,0.2213,0.1263,42.98,23.185,29.8261,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,24,24.0186,18.8509,11.4595,7.0745,93.646,0.2592,0.1308,37.603,24.193,29.8258,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,25,23.8499,18.8216,11.4836,7.2887,96.165,0.4257,0.153,33.44,25.201,29.6826,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,26,18.955,18.8685,12.7347,9.5017,114.277,0.733,0.1822,30.273,26.21,26.8484,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,27,15.7929,18.7005,13.2897,10.4157,117.688,0.7169,0.1524,26.128,27.217,24.8085,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,28,14.6413,18.6816,13.4997,10.3606,114.35,0.6463,0.1377,20.773,28.225,24.1318,8.36,15.4,156.1,,0.021,0.2968,4.3944,0.11,0.3002,9.7689,0.457,10.1156
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,29,13.7742,18.67,13.648,10.2244,110.804,0.6133,0.1366,15.662,29.234,23.6312,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,30,12.9017,18.6802,13.8057,10.124,107.707,0.6111,0.1422,11.913,30.242,23.1562,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,31,12.2387,18.684,13.9161,10.026,105.156,0.6295,0.1403,9.7776,31.25,22.7929,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,32,11.5212,18.6734,14.0201,9.9772,103.012,0.6328,0.1411,8.3086,32.258,22.3853,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,33,11.0315,18.6849,14.1021,9.9165,101.293,0.6985,0.1375,7.1166,33.266,22.129,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,34,10.8051,18.724,14.1653,9.7895,99.519,0.853,0.1434,6.1855,34.275,22.0472,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,35,10.5854,18.7321,14.2029,9.6661,97.791,0.9975,0.146,5.4899,35.283,21.9359,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,36,10.354,18.7348,14.2374,9.5524,96.144,1.0601,0.1452,4.8595,36.291,21.8123,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,37,10.1426,18.7405,14.271,9.4735,94.9,1.0945,0.1491,4.2672,37.299,21.7031,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,38,9.9666,18.7576,14.308,9.4121,93.922,1.0634,0.1503,3.76,38.307,21.6254,8.31,12.7,159.1,,0.1002,0.34,5.3195,0.16,0.2251,8.5559,0.588,9.0143
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,39,9.7826,18.7636,14.3372,9.3654,93.071,0.9699,0.1484,3.285,39.316,21.5316,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,40,9.6784,18.7709,14.3567,9.3168,92.373,0.8675,0.148,2.8878,40.324,21.4828,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,41,9.6299,18.7798,14.37,9.2318,91.435,0.8073,0.1474,2.5889,41.332,21.466,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,42,9.5337,18.7949,14.3943,9.1884,90.817,0.6883,0.1445,2.3074,42.34,21.4296,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,43,9.421,18.8058,14.4172,9.2152,90.854,0.6386,0.14,2.0564,43.348,21.3799,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,44,9.3823,18.8241,14.4363,9.1893,90.53,0.6003,0.1289,1.832,44.356,21.3781,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,45,9.3938,18.8595,14.4625,9.0987,89.682,0.5286,0.1231,1.6323,45.365,21.4215,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,46,9.2961,18.875,14.487,9.0534,89.044,0.4739,0.1212,1.4491,46.373,21.3845,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,47,9.2457,18.8867,14.5025,9.0087,88.51,0.3983,0.1239,1.2019,47.381,21.3694,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,48,9.1893,18.8966,14.5173,8.9684,88.006,0.3241,0.121,0.9639,48.389,21.3492,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,49,9.0702,18.8957,14.5315,8.9272,87.363,0.2529,0.1139,0.8762,49.397,21.2836,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,50,8.9802,18.8967,14.5434,8.8354,86.286,0.1882,0.1181,0.8046,50.406,21.2358,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,51,8.9258,18.9063,14.5576,8.7463,85.314,0.1544,0.1216,0.7195,51.414,21.2164,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,52,8.8738,18.9256,14.579,8.7112,84.881,0.1527,0.1132,0.6778,52.422,21.2082,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,53,8.8622,18.9488,14.5984,8.6689,84.459,0.1634,0.1114,0.651,53.43,21.2259,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,54,8.7963,18.9627,14.6173,8.6312,83.973,0.1716,0.1121,0.6093,54.439,21.2045,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,55,8.7287,18.97,14.6311,8.6053,83.594,0.1699,0.1128,0.5327,55.447,21.1753,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,56,8.7009,18.9816,14.6435,8.5761,83.262,0.1593,0.1172,0.4378,56.455,21.1723,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,57,8.6846,18.9952,14.6561,8.505,82.549,0.1432,0.1182,0.3874,57.463,21.1776,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,58,8.6604,19.0143,14.6739,8.3969,81.464,0.1234,0.1247,0.3697,58.472,21.1841,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,59,8.6425,19.0303,14.6885,8.3123,80.618,0.1228,0.1244,0.3564,59.48,21.1909,,,,,,,,,,,,
2025-09_ASTRA_21_25,2025-09_ASTRA,21_25,C,2025-09-16T05:49:00,29.320299,42.921299,-2000,60,8.6312,19.0455,14.7017,8.23,79.808,0.1141,0.1231,0.3354,60.488,21.2005,,,,,,,,,,,,
